Team,Name,Health,Damage Done,Total Shots Hits,Points Pathed,Flee ounted,Points 1 Passed,Points 2 Passed,Points 3 Passed,Tank Type,Tank Model,Ricohet Power Picked Up,Health Pack Used,Ricohet Shells Hits,Rockets Power Picked Up,Rockets Hit,Damage Done By Ricohet Shells,Damage Done By Rockets ,Damage Done By Missle,Missles Hit,kills,Last Hit By,Missle Ricohet Hit,Damage Done By Missle Ricohet,Damage Done By Missle Mine Globel,Health Damage,Health Damage By Mine Team,Health Damage By Missle,Health Damage By Missle Ric,Health Damage By Richet,Health Damage By Rocket Ric,Health Damage By Rocket ,Damage Done By Shell,Health Damage By Shells,Shells Hit ,Spawn Time ,Shots Fired,time stamp
Team1,Tank Team1(Clone)1,-28,0,0,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,M4 Team 2(Clone)2 (UnityEngine.GameObject),0,0,0,353,0,0,0,0,0,0,0,353,0,15/05/2020 20:51:39,2,,,0,False,0,15/05/2020 20:52:25
Team1,Tank Team1(Clone)2,-58,324,5,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,1,M4 Team 2(Clone)6 (UnityEngine.GameObject),0,0,0,383,0,0,0,0,0,0,324,383,5,15/05/2020 20:51:41,7,,,0,False,0,15/05/2020 20:52:55
Team1,Tank Team1(Clone)5,-46,0,0,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,Tank Team2(Clone)5 (UnityEngine.GameObject),0,0,0,371,0,0,0,0,0,0,0,371,0,15/05/2020 20:51:47,3,,,0,False,0,15/05/2020 20:53:14
Team1,Tank Team1(Clone)6,-38,104,2,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,Tank Team2(Clone)8 (UnityEngine.GameObject),0,0,0,363,0,0,0,0,0,0,104,363,2,15/05/2020 20:51:49,3,,,0,False,0,15/05/2020 20:53:14
Team2,Tank Team2(Clone)1,-50,119,2,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,T72 team1(Clone)5 (UnityEngine.GameObject),0,0,0,375,0,0,0,0,0,0,119,375,2,15/05/2020 21:46:06,6,,,0,False,0,15/05/2020 21:47:15
Team2,Tank Team2(Clone)1,-59,305,5,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,Tank Team1(Clone)2 (UnityEngine.GameObject),0,0,0,384,0,0,0,0,0,0,305,384,5,15/05/2020 22:01:55,8,,,0,False,0,15/05/2020 22:02:50
Team1,Tank Team1(Clone)3,-34,196,3,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,Tank Team2(Clone)5 (UnityEngine.GameObject),0,0,0,359,0,0,0,0,0,0,196,359,3,15/05/2020 22:01:59,4,,,0,False,0,15/05/2020 22:03:11
Team2,Tank Team2(Clone)8,-51,206,3,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,M4 Team 1(Clone)6 (UnityEngine.GameObject),0,0,0,376,0,0,0,0,0,0,206,376,3,15/05/2020 22:02:13,5,,,0,False,0,15/05/2020 22:03:15
Team1,Tank Team1(Clone)1,-37,73,1,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,Tank Team2(Clone)7 (UnityEngine.GameObject),0,0,0,362,0,0,0,0,0,0,73,362,1,11/06/2020 18:51:42,2,,,0,False,0,11/06/2020 18:52:35
Team1,Tank Team1(Clone)3,-7,180,3,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,Tank Team2(Clone)4 (UnityEngine.GameObject),0,0,0,332,0,0,0,0,0,0,180,332,3,11/06/2020 22:42:06,6,,,0,False,0,11/06/2020 22:43:42
Team2,Tank Team2(Clone)3,-58,474,8,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,2,M4 Team 1(Clone)2 (UnityEngine.GameObject),0,0,0,383,0,0,0,0,0,0,474,383,8,11/06/2020 22:42:06,9,,,0,False,0,11/06/2020 22:43:54
Team1,Tank Team1(Clone)9,-35,126,2,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,Tank Team2(Clone)10 (UnityEngine.GameObject),0,0,0,360,0,0,0,0,0,0,126,360,2,11/06/2020 22:43:45,10,,,0,False,0,11/06/2020 22:45:47
Team2,Tank Team2(Clone)9,-16,121,3,0,0,0,0,0,Medium,T34,0,0,0,0,0,0,0,0,0,0,M4 Team 1(Clone)8 (UnityEngine.GameObject),0,0,0,341,0,0,0,0,0,0,121,341,3,12/06/2020 14:23:41,16,,,0,False,0,12/06/2020 14:26:04
